,Country,Score_From_Others,Score_From_Country,Relationship_Score,To Country
332,Estonia,10.556229318461034,9.977868736307531,10.262975713211315,Italy
333,Montenegro,19.699894684504613,4.943755299006494,9.868711098030458,Italy
334,Iceland,9.894697922601125,9.671607861079321,9.782516967081339,Italy
335,Latvia,10.473543209634608,8.317766166719343,9.33362112766379,Italy
336,United Kingdom,5.8641334166588885,13.469183319945897,8.887355512276937,Italy
337,Luxembourg,9.691246482357728,6.970896592573102,8.219286896176184,Italy
338,Monaco,5.375278407684165,11.825612496905162,7.972826318957058,Italy
339,Turkey,13.457763384267027,4.669101429319303,7.926894868289988,Italy
340,Yugoslavia,14.8669506913499,4.07642196375723,7.78485480483191,Italy
341,Denmark,3.8028886915434565,15.308019769012613,7.629855520879917,Italy
342,Hungary,8.392633454794296,3.837641821656743,5.6752022994739235,Italy
343,Czechia,8.788898309344878,2.4141568686511503,4.6062760687329,Italy
344,Bosnia & Herzegovina,4.300222726147331,4.425954259193776,4.362635566979398,Italy
345,Belarus,2.8142706692149453,3.2188758248682006,3.0097820223018874,Italy
346,Ireland,11.509918735233754,16.082352205395107,13.605387423940012,Luxembourg
347,France,10.4062278976086,16.87070280369879,13.249919930630297,Luxembourg
348,United Kingdom,9.285793435056439,18.723812991999054,13.185805237463857,Luxembourg
349,Israel,9.651216653934442,14.395035009258153,11.786840187909636,Luxembourg
350,Portugal,11.569185263349008,10.960280775804323,11.260618048473308,Luxembourg
351,Malta,10.392204921522719,10.863705908930177,10.625340371619142,Luxembourg
352,Sweden,9.144866940322709,9.460207179644181,9.301200776552005,Luxembourg
353,Spain,7.763532216194728,10.563898017269336,9.056111891185207,Luxembourg
354,The Netherlands,7.361097447916101,10.371333954803886,8.737528249235734,Luxembourg
355,Germany,6.850175484877702,10.960280775804323,8.664862761624741,Luxembourg
356,Italy,6.970896592573102,9.691246482357728,8.219286896176184,Luxembourg
357,Belgium,8.220210581853243,7.568165743715345,7.887453082694571,Luxembourg
358,Switzerland,3.9578791690404502,14.309255457300088,7.525576662218411,Luxembourg
359,Yugoslavia,7.511163168904966,4.872105839289708,6.0493951710133524,Luxembourg
360,Croatia,2.7465307216702746,12.634041319683263,5.890652139055721,Luxembourg
361,Finland,8.981341191284098,3.6264127521969365,5.707017629892541,Luxembourg
362,Norway,5.784592631674504,5.398138128471807,5.588025594314973,Luxembourg
363,Greece,4.781047518094865,6.02057835611946,5.365134779949205,Luxembourg
364,Cyprus,7.308158758934561,3.8570837894376853,5.309254248924563,Luxembourg
365,Denmark,5.61072164768079,4.603971684091351,5.082480063240851,Luxembourg
366,Monaco,3.58351893845611,6.091982195375387,4.672337056534463,Luxembourg
367,Austria,7.410495624054609,2.380306153561547,4.199910515103638,Luxembourg
368,Turkey,4.603971684091351,3.6752109872101424,4.1134617195468,Luxembourg
369,Ukraine,0.6931471805599453,13.862943611198906,3.0998484282887167,Luxembourg
370,Iceland,2.302585092994046,3.861820005976838,2.9819740403947925,Luxembourg
371,Slovenia,3.295836866004329,0.5493061443340549,1.3455197661940435,Luxembourg
372,Albania,2.772588722239781,0.0,0.0,Luxembourg
373,0,0.0,3.4657359027997265,0.0,Luxembourg
374,Moldova,1.3862943611198906,0.0,0.0,Luxembourg
375,0,0.0,9.704060527839234,0.0,Luxembourg
376,0,0.0,1.3862943611198906,0.0,Luxembourg
377,Azerbaijan,5.545177444479562,0.0,0.0,Luxembourg
378,Australia,1.3862943611198906,0.0,0.0,Luxembourg
379,0,0.0,5.545177444479562,0.0,Luxembourg
380,Azerbaijan,15.744343101290184,29.232635035738245,21.45340615747204,Malta
381,Italy,12.876334457992366,35.02450483097705,21.236460120020705,Malta
382,Sweden,11.131945561002528,30.594441162831703,18.45469191002487,Malta
383,Australia,13.862943611198906,23.67524014683964,18.116526133263807,Malta
384,Croatia,12.939220360324548,17.974393641323946,15.250398033110706,Malta
385,United Kingdom,13.411982603617503,17.216881581650256,15.19580587733457,Malta
386,Ireland,13.955801602832283,15.819993544006165,14.858690765280688,Malta
387,Greece,12.069784817875329,17.43778197671567,14.507593741209561,Malta
388,Cyprus,10.30347484452772,20.173733010034784,14.417335072374224,Malta
389,San Marino,8.432277312573023,21.71861165754495,13.532825142611584,Malta
390,Russia,8.501093405576954,19.240532688656145,12.789275411817613,Malta
391,Turkey,12.759235576387907,12.805747306770169,12.782470286246534,Malta
392,Romania,7.930718446085043,20.49711555589573,12.749778524769711,Malta
393,Norway,10.086866505017392,16.11491575779241,12.749470733660015,Malta
394,Switzerland,7.459079972422387,21.422755382053925,12.640966957649336,Malta
395,The Netherlands,7.359624888948371,21.31165706406396,12.523809394645765,Malta
396,Israel,7.654009884506307,19.89738050304801,12.340775787855176,Malta
